Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),Accel. Position (%),Boost (PSI),Calculated Load (g/rev),Coolant Temp (° F),Dyn. Adv. Mult (DAM),Feedback Knock (°),Fine Knock Learn (°),Fuel Pressure (PSI),Ignition Timing (°),Intake Temp (° F),Intake Temp Manifold (° F),MAF Corr. (g/s),MAF Volt. (V),Oil Temp (° F),RPM (RPM),TD Boost Error (PSI),TGV Map Ratio (mult),Throttle Pos. (%),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.2.0-11341][2016 USDM WRX (MT)][Reflash: 16 WRX Stage1 daniel w 93 rev1.ptm - Realtime: 16 WRX Stage1 daniel w 93 rev1.ptm]
0,4.69,3.12,14.66,27.1,-0.11,1.02,196,1,0,0,1619.1,14.5,63,86,36.15,2.4,200,2103,3.74,1,25,20.39,0
0.002,5.47,3.12,14.65,27.1,0.04,1.03,196,1,0,0,1612.9,14.5,63,86,36.49,2.42,200,2098,3.56,1,25,20.39,0
0.005,5.47,3.12,14.7,27.1,0.01,1.05,196,1,0,0,1637.1,14.5,63,84,36.79,2.42,200,2096,3.51,1,25,20.39,0
0.008,5.47,3.12,14.7,27.5,0.12,1.05,196,1,0,0,1635,14,63,84,37.09,2.42,200,2099,3.57,1,26,20.39,0
0.01,5.47,3.12,14.7,27.5,0.12,1.05,196,1,0,0,1669.7,14,63,84,37.32,2.42,200,2108,3.6,1,26,20.39,0
0.011,5.47,3.12,14.69,27.8,0.15,1.06,196,1,0,0,1641.6,14,63,84,37.63,2.42,200,2113,3.6,1,26,20.39,0
0.034,5.47,3.12,14.7,27.8,0.21,1.06,196,1,0,0,1648.2,13.5,63,84,38.02,2.44,200,2131,3.7,1,26,21.18,0
0.108,5.47,3.12,14.72,28.6,0.31,1.09,196,1,0,0,1624.3,13,63,84,39.17,2.44,200,2145,3.97,1,27,21.57,0
0.112,6.25,3.12,14.67,30.2,0.42,1.1,196,1,0,0,1622.1,12,63,84,39.71,2.48,200,2150,4.37,1,28,25.49,0
0.114,6.25,3.12,14.64,32.2,0.51,1.11,196,1,0,0,1651.4,12,63,84,40.18,2.48,200,2150,4.92,1,28,25.49,0
0.125,6.25,3.12,14.62,33.3,0.53,1.12,196,1,0,0,1682,12,63,84,40.51,2.48,200,2147,5.34,1,28,25.49,0
0.164,6.25,3.12,14.57,35.7,0.81,1.14,196,1,0,0,1710.4,12,63,84,41.32,2.54,200,2147,5.34,1,31,31.76,0
0.166,6.25,3.12,14.52,36.5,0.93,1.15,196,1,0,0,1730.4,12,63,84,41.83,2.54,200,2147,5.59,1,31,31.76,0
0.2,6.25,3.12,14.46,42.4,1.31,1.2,196,1,0,0,1742.3,11,63,82,43.73,2.58,200,2160,6.21,1,35,37.25,0
0.212,6.25,3.12,14.42,47.1,1.74,1.22,196,1,0,0,1712.7,11,63,82,44.42,2.58,200,2177,6.9,1,35,37.25,0
0.245,5.47,3.12,14.46,53.7,1.78,1.27,196,1,0,0,1789.5,10.5,63,82,46.3,2.62,200,2189,7.37,1,52,42.35,0
0.274,5.47,3.12,14.38,62,2.3,1.29,196,1,0,0,1787.4,9,63,82,47.7,2.68,200,2199,8.23,1,100,50.98,0
0.278,5.47,3.12,14.33,70.2,2.46,1.31,196,1,0,0,1788.2,9,63,82,48.36,2.68,200,2204,9.3,1,100,50.98,0
0.3,6.25,3.12,14.38,78,2.87,1.34,196,1,0,0,1752.6,8.5,63,82,49.75,2.64,200,2208,10.57,1,100,61.18,0
0.311,6.25,3.12,14.33,86.3,2.78,1.36,196,1,0,0,1824.9,8.5,63,82,50.19,2.64,200,2209,11.18,1,100,61.18,0
0.334,6.25,3.12,14.32,90.6,2.73,1.37,196,1,0,0,1866.5,8.5,63,82,49.94,2.64,200,2210,11.24,1,100,61.18,0
0.352,6.25,3.12,14.29,98.8,2.97,1.38,196,1,0,0,1786.9,8,63,82,51.71,2.68,200,2211,11.01,1,100,66.27,0
0.364,6.25,3.12,14.22,100,2.97,1.38,196,1,0,0,1820.9,8,63,82,51.46,2.68,200,2214,11.01,1,100,66.27,0
0.382,6.25,3.12,14.15,100,3.28,1.4,196,1,0,0,1840.9,8,63,82,52.28,2.7,200,2218,11.03,1,100,66.67,0
0.394,6.25,3.12,14.2,100,3.14,1.41,196,1,0,0,1769.3,8,63,82,52.51,2.7,200,2226,10.87,1,100,66.67,0
0.411,6.25,3.12,14.19,100,3.11,1.42,196,1,0,0,1781,8,63,82,52.21,2.7,200,2230,10.95,1,100,66.67,0
0.423,6.25,3.12,14.14,100,3.5,1.44,196,1,0,0,1836.7,7.5,63,81,54,2.72,200,2244,10.95,1,100,66.27,0
0.442,6.25,3.12,14.09,100,3.35,1.44,196,1,-1.41,0,1858.3,7.5,63,81,53.77,2.72,200,2252,10.76,1,100,66.27,0
0.454,6.25,3.12,14.02,100,3.33,1.44,196,1,-1.41,0,1857.6,7.5,63,81,54.61,2.72,200,2257,10.83,1,100,66.27,0
0.466,6.25,3.12,13.9,100,3.51,1.45,196,1,-1.41,0,1855.7,6,63,81,55.46,2.78,200,2257,10.65,1,100,65.88,0
0.489,6.25,3.12,13.9,100,3.53,1.47,196,1,-1.41,0,1717.1,6,63,81,56.08,2.78,200,2260,10.65,1,100,65.88,0
0.503,6.25,3.12,14.02,100,3.91,1.45,196,1,-1.41,0,1824.4,5.5,63,81,56.74,2.78,200,2264,10.64,1,100,65.88,0
0.516,6.25,3.12,14.02,100,3.76,1.49,196,1,-1.41,0,1740.6,5.5,63,81,55.99,2.78,200,2268,10.43,1,100,65.88,0
0.532,6.25,3.12,13.99,100,3.82,1.49,196,1,-1.41,0,1773.3,5.5,63,81,57.48,2.78,200,2271,10.4,1,100,65.88,0
0.544,6.25,3.12,13.98,100,4.17,1.5,196,1,-1.41,0,1801.6,5.5,63,81,57.34,2.82,200,2277,10.4,1,100,65.88,0
0.566,6.25,3.12,14.04,100,4.04,1.53,196,1,-1.41,0,1799.1,5.5,63,81,59.13,2.82,200,2285,10.26,1,100,65.88,0
0.57,6.25,3.12,13.99,100,4.45,1.51,196,1,-1.41,0,1837.8,5.5,63,81,58.27,2.82,200,2295,10.25,1,100,65.88,0
0.583,7.81,3.12,13.91,100,4.28,1.56,196,1,-1.41,0,1817.4,4,63,81,60.39,2.82,200,2296,10.05,1,100,65.49,0
0.595,7.81,3.12,13.89,100,4.24,1.55,196,1,-1.41,0,1689.7,4,63,81,59.92,2.82,200,2312,10.05,1,100,65.49,0
0.617,7.81,3.12,13.96,100,4.7,1.59,196,1,-1.41,0,1730.4,4,63,81,61.71,2.8,200,2316,10.15,1,100,65.1,0
0.635,7.81,3.12,13.87,100,4.42,1.58,196,1,-1.41,0,1794.5,4,63,81,61.41,2.8,200,2322,10.01,1,100,65.1,0
0.649,7.81,3.12,13.82,100,4.61,1.6,196,1,-1.41,0,1833.8,4,63,81,61.35,2.8,200,2324,9.95,1,100,65.1,0
0.664,7.81,3.12,13.79,100,4.71,1.62,196,1,-1.41,0,1863.9,4.5,63,81,62.75,2.82,200,2327,9.95,1,100,65.1,0
0.676,7.81,3.12,13.63,100,4.79,1.6,196,1,-1.41,0,1842,4.5,63,81,63.35,2.82,200,2329,9.74,1,100,65.1,0
0.704,6.25,3.12,13.59,100,4.9,1.66,196,1,-1.41,0,1908.2,4.5,63,81,63.72,2.84,200,2331,9.55,1,100,65.49,0
0.717,6.25,3.12,13.48,100,5.07,1.69,196,1,-1.41,0,1828.7,4.5,63,79,65.91,2.84,200,2336,9.12,1,100,65.49,0
0.729,6.25,3.12,13.35,100,5.14,1.67,196,1,-1.41,0,1836.3,4.5,63,79,65.41,2.84,200,2350,9.38,1,100,65.49,0
0.751,6.25,2.34,13.4,100,5.29,1.69,196,1,-1.41,0,1899.8,4.5,63,79,65.72,2.92,200,2357,9.28,1,100,64.71,0
0.768,6.25,2.34,13.39,100,5.45,1.71,196,1,-1.41,0,1905.9,4.5,63,79,68.34,2.92,200,2365,9.28,1,100,64.71,0
0.78,7.03,1.56,13.34,100,5.49,1.69,196,1,-1.41,0,1906.6,4.5,63,79,66.82,3.02,200,2371,9.15,1,100,63.53,0
0.792,7.03,1.56,13.17,100,5.96,1.73,196,1,-1.41,0,1871,4.5,63,79,69.06,3.02,200,2379,9.16,1,100,63.53,0
0.804,7.03,1.56,13.21,100,5.89,1.71,196,1,-1.41,0,1838.2,4.5,63,79,68.3,3.02,200,2384,8.79,1,100,63.53,0
0.827,6.25,1.56,13.2,100,5.73,1.76,196,1,-1.41,0,1817.7,4.5,63,79,70.22,3.08,200,2385,8.79,1,100,62.75,0
0.856,6.25,1.56,13.04,100,6.34,1.72,196,1,-1.41,0,1859.2,4.5,63,79,70.09,3.08,200,2388,8.86,1,100,62.75,0
0.858,6.25,1.56,13.08,100,5.99,1.76,196,1,-1.41,0,1852.3,4.5,63,79,70.29,3.08,200,2398,8.37,1,100,62.75,0
0.873,6.25,1.56,13.05,100,6.17,1.76,196,1,-1.41,0,1956.7,4.5,63,79,70.94,3.04,200,2404,8.68,1,100,62.35,0
0.897,6.25,1.56,12.89,100,6.71,1.77,196,1,-1.41,0,1795.8,4.5,63,79,71.7,3.04,200,2407,8.61,1,100,62.35,0
0.902,5.47,1.56,13,100,6.35,1.78,196,1,-1.41,0,1845.5,5,63,79,72.07,2.94,200,2419,8.47,1,100,61.96,0
0.916,5.47,1.56,12.98,100,6.41,1.78,196,1,-1.41,0,1816.7,5,63,79,72.64,2.94,200,2427,8.47,1,100,61.96,0
0.939,5.47,1.56,12.88,100,6.62,1.8,196,1,-1.41,0,1864.7,5,63,79,72.83,2.94,200,2431,8.24,1,100,61.96,0
0.954,5.47,1.56,12.83,100,6.69,1.8,196,1,-1.41,0,1891.9,5,63,79,74.92,2.98,200,2434,7.83,1,100,61.57,0
0.967,5.47,1.56,12.89,100,6.78,1.81,196,1,-1.41,0,1911.5,5,63,77,73.98,2.98,200,2442,7.83,1,100,61.57,0
0.983,5.47,0.78,12.72,100,6.85,1.82,196,1,-1.41,0,1892.7,4.5,63,77,75.76,3.12,200,2446,8.14,1,100,61.18,0
0.995,5.47,0.78,12.82,100,7.38,1.84,196,1,-1.41,0,1948.3,4.5,63,77,75.76,3.12,200,2454,7.57,1,100,61.18,0
1.013,5.47,0.78,12.86,100,7.43,1.85,196,1,-1.41,0,1977.4,4.5,63,77,76.86,3.12,200,2454,7.54,1,100,61.18,0
1.025,5.47,0,12.66,100,7.17,1.86,196,1,-1.41,0,1863.9,4,63,77,76.23,3.16,200,2455,7.54,1,100,61.18,0
1.049,5.47,0,12.58,100,7.29,1.85,196,1,-1.41,0,1812.4,4,63,77,76.71,3.16,200,2462,7.81,1,100,61.18,0
1.051,5.47,0,12.61,100,7.89,1.86,196,1,-1.41,0,1797.1,4,63,77,77.02,3.16,200,2476,7.75,1,100,61.18,0
1.064,4.69,0,12.75,100,7.44,1.91,196,1,-1.41,0,1790.9,4,63,77,79.01,3.04,200,2482,7.64,1,100,60.78,0
1.078,4.69,0,12.66,100,7.5,1.86,196,1,-1.41,0,1838.4,4,63,77,78.76,3.04,200,2493,7.64,1,100,60.78,0
1.09,4.69,0,12.74,100,7.66,1.91,196,1,-1.41,0,1887,3.5,63,77,79.36,3.1,200,2502,7.48,1,100,60.78,0
1.118,4.69,0,12.75,100,8.3,1.93,196,1,-1.41,0,1841.8,3.5,63,77,80.66,3.1,200,2508,7.53,1,100,60.78,0
1.122,4.69,0,12.58,100,7.84,1.93,196,1,-1.41,0,1875.1,3.5,63,77,80.1,3.1,200,2516,7.53,1,100,60.78,0
1.136,4.69,0,12.66,100,7.91,1.94,196,1,-1.41,0,1927.4,3.5,63,77,81.61,3.24,200,2514,7.39,1,100,60.39,0
1.149,4.69,0,12.75,100,8.39,1.91,196,1,-1.41,0,1933,3.5,63,77,82.13,3.24,200,2519,6.88,1,100,60.39,0
1.173,4.69,0,12.66,100,8.79,1.94,196,1,-1.41,0,1894.9,3.5,63,77,81.79,3.24,200,2528,6.86,1,100,60.39,0
1.185,6.25,0,12.64,100,8.53,1.98,196,1,-1.41,0,1905.7,3,63,77,84.25,3.1,200,2529,6.86,1,100,60.39,0
1.197,6.25,0,12.83,100,8.42,1.94,196,1,-1.41,0,1837.8,3,63,77,82.44,3.1,200,2538,6.76,1,100,60.39,0
1.209,6.25,0,12.83,100,8.4,1.99,196,1,-1.41,0,1919.5,3,63,75,84.53,3.1,200,2545,6.92,1,100,60.39,0
1.231,6.25,0,12.58,100,8.83,1.95,196,1,-1.41,0,1795.6,2.5,63,75,84.32,3.2,200,2553,6.55,1,100,60,0
1.249,6.25,0,12.61,100,9.26,1.98,196,1,-1.41,0,1785.5,2.5,63,75,85.46,3.2,200,2564,6.55,1,100,60,0
1.261,6.25,0,12.64,100,9.08,2,196,1,-1.41,0,1800.2,2.5,61,75,86.67,3.26,200,2569,6.16,1,100,59.61,0
1.273,6.25,0,12.42,100,8.94,1.98,196,1,-1.41,0,1827.1,2.5,61,75,85.83,3.26,200,2580,6.57,1,100,59.61,0
1.285,6.25,0,12.5,100,9.27,2,196,1,-1.41,0,1797.2,2.5,61,75,86.9,3.26,200,2585,6.24,1,100,59.61,0
1.31,5.47,0,12.6,100,9.33,2,196,1,-1.41,0,1980.2,2.5,61,75,87.24,3.14,200,2596,6.25,1,100,58.82,0
1.322,5.47,0,12.38,100,9.69,2,196,1,-1.41,0,1848.7,2.5,61,75,88.17,3.14,200,2598,6.25,1,100,58.82,0
1.334,5.47,0,12.47,100,9.7,2.04,196,1,-1.41,0,1783.7,2.5,61,75,89.33,3.34,200,2602,5.88,1,100,58.82,0
1.358,5.47,0,12.58,100,9.46,2.04,196,1,-1.41,0,1802.8,2.5,61,75,88.65,3.34,200,2600,6.11,1,100,58.82,0
1.362,5.47,0,12.45,100,9.73,2.06,196,1,-1.41,0,1858.3,2.5,61,75,89.6,3.34,200,2609,6.11,1,100,58.82,0
1.376,5.47,0,12.47,100,10.46,2.06,196,1,-1.41,0,1773.4,2.5,61,75,90.03,3.2,200,2627,5.65,1,100,58.82,0
1.396,5.47,0,12.53,100,10.38,2.08,196,1,-1.41,0,1760.4,2.5,61,75,91.83,3.2,200,2630,5.23,1,100,58.82,0
1.412,5.47,0,12.4,100,10.05,2.06,196,1,-1.41,0,1820.9,2.5,61,75,91.88,3.2,200,2644,5.53,1,100,58.82,0
1.418,5.47,0,12.46,100,10.12,2.08,196,1,-1.41,0,1836.6,3,61,75,91.96,3.38,200,2655,5.53,1,100,58.04,0
1.432,5.47,0,12.49,100,10.39,2.08,196,1,-1.05,0,1816.3,3,61,75,92.66,3.38,200,2659,5.68,1,100,58.04,0
1.456,5.47,0,12.4,100,10.6,2.11,196,1,-1.05,0,1867.6,3,61,75,93.95,3.38,200,2660,5.22,1,100,58.04,0
1.475,6.25,0,12.48,100,11.15,2.11,196,1,-1.05,0,1816.2,2.5,61,75,94.49,3.22,200,2660,4.67,1,100,58.04,0
1.479,6.25,0,12.45,100,11.06,2.13,196,1,-1.05,0,1823.8,2.5,61,75,95.54,3.22,200,2663,4.67,1,100,58.04,0
1.492,7.03,0,12.29,100,10.91,2.12,196,1,-1.05,0,1870.4,2.5,61,73,95.99,3.4,200,2672,4.78,1,100,58.04,0
1.518,7.03,0,12.38,100,11.1,2.13,196,1,-1.05,0,1924.6,2.5,61,73,95.81,3.4,200,2684,5.15,1,100,58.04,0
1.55,7.03,0,12.38,100,11.29,2.15,196,1,-1.05,0,1994.4,2.5,61,73,97.04,3.3,200,2704,4.82,1,100,57.65,0
1.554,7.03,0,12.21,100,11.42,2.2,196,1,-1.05,0,1968.1,2.5,61,73,99.68,3.3,200,2717,4.62,1,100,57.65,0
1.567,7.03,0,12.27,100,11.88,2.17,196,1,-1.05,0,1910.8,2.5,61,73,98.94,3.3,200,2728,4.12,1,100,57.65,0
1.588,7.03,0,12.17,100,11.82,2.16,196,1,-1.05,0,1952.2,2.5,61,73,98.97,3.36,200,2730,4.29,1,100,57.25,0
1.609,7.03,0,12.22,100,11.59,2.2,196,1,-1.05,0,1956.4,2.5,61,73,100.31,3.36,200,2735,4.29,1,100,57.25,0
1.611,7.03,0,12.23,100,11.61,2.19,196,1,-1.05,0,1929.9,2.5,61,73,100.41,3.36,200,2736,4.53,1,100,57.25,0
1.623,7.03,0,12.16,100,11.76,2.21,196,1,-1.05,0,1950.8,2,61,73,101.94,3.5,200,2739,4.39,1,100,56.86,0
1.636,7.03,0,12.29,100,12,2.21,196,1,-1.05,0,2012.1,2,61,73,101.23,3.5,200,2752,4.39,1,100,56.86,0
1.648,7.81,0,12.36,100,12.25,2.22,196,1,-1.05,0,1992.8,2.5,61,73,102.17,3.38,200,2758,4.02,1,100,56.86,0
1.683,7.81,0,12.17,100,12.95,2.22,196,1,-1.05,0,1976.3,2.5,61,73,103.15,3.38,200,2768,3.32,1,100,56.86,0
1.702,7.81,0,12.31,100,12.85,2.24,198,1,-1.05,0,2027.7,2.5,61,73,103.8,3.44,200,2785,3.39,1,100,56.47,0
1.714,7.81,0,12,100,12.75,2.22,198,1,-1.05,0,2071.1,2.5,61,73,105.19,3.44,200,2788,3.5,1,100,56.47,0
1.735,7.81,0,12.03,100,12.7,2.26,198,1,-1.05,0,1976.5,2.5,61,73,106.44,3.44,200,2793,3.68,1,100,56.47,0
1.74,7.03,0,12.13,100,12.74,2.28,198,1,-1.05,0,2043.8,2.5,61,73,107.55,3.58,200,2808,3.68,1,100,56.47,0
1.757,7.03,0,12,100,12.79,2.3,198,1,-1.05,0,1929.9,2.5,61,73,109.01,3.58,200,2816,3.71,1,100,56.47,0
1.769,7.03,0,12.12,100,13.16,2.3,198,1,-1.05,0,1891.5,2.5,61,73,109.23,3.58,200,2823,3.55,1,100,56.47,0
1.782,8.59,0,12.18,100,13.56,2.33,198,1,-1.05,0,1875.2,2.5,61,72,110.34,3.52,200,2830,3.03,1,100,56.08,0
1.804,8.59,0,12.06,100,13.43,2.34,198,1,-1.05,0,1910.7,2.5,61,72,111.06,3.52,200,2845,3.03,1,100,56.08,0
1.816,8.59,0,12.13,100,14.22,2.35,198,1,-1.05,0,1854.3,2,61,72,112.18,3.48,200,2848,3.26,1,100,56.08,0
1.829,8.59,0,12.09,100,14.38,2.37,198,1,-1.05,0,1864.6,2,61,72,111.58,3.48,200,2856,2.37,1,100,56.08,0
1.843,8.59,0,11.89,100,14.41,2.34,198,1,-1.05,0,2049.7,2,61,72,113.47,3.48,200,2859,2.37,1,100,56.08,0
1.859,7.81,0,12.03,100,14.51,2.37,198,1,-1.05,0,2050.8,3,61,72,113.99,3.54,200,2866,2.37,1,100,56.08,0
1.882,7.81,0,11.84,100,14.45,2.39,198,1,-1.05,0,2153.6,3,61,72,115.17,3.54,200,2876,2.32,1,100,56.08,0
1.898,7.81,0,11.79,100,14.44,2.4,198,1,-1.05,0,2090.7,3,61,72,117.97,3.54,200,2893,2.49,1,100,56.08,0
1.903,7.81,0,11.87,100,14.47,2.42,198,1,-1.05,0,2137.3,2,61,72,117.55,3.6,200,2900,2.61,1,100,56.08,0
1.916,7.81,0,11.62,100,14.47,2.44,198,1,-1.05,0,2104.8,2,61,72,119.14,3.6,200,2907,2.61,1,100,56.08,0
1.947,7.03,0,11.78,100,14.56,2.44,198,1,-1.05,0,2036.9,1,61,72,120.51,3.7,200,2909,2.55,1,100,56.08,0
1.961,7.03,0,11.73,100,14.72,2.47,198,1,-1.05,0,2207.8,1,61,72,120.54,3.7,200,2921,2.55,1,100,56.08,0
1.973,7.03,0,11.72,100,14.95,2.5,198,1,-1.05,0,2063.6,0.5,61,72,122.1,3.72,200,2930,2.47,1,100,56.08,0
1.998,7.03,0,11.65,100,15.05,2.5,198,1,-1.05,0,2035.2,0.5,61,72,122.04,3.72,200,2937,2.3,1,100,56.08,0
2.01,7.03,0,11.5,100,15.14,2.48,198,1,-1.05,0,2080.3,0.5,61,72,124.22,3.72,200,2946,2.21,1,100,56.08,0
2.028,6.25,0,11.71,100,15.35,2.51,198,1,-1.05,0,2074.1,0.5,61,72,123.79,3.72,200,2963,2.21,1,100,56.08,0
2.04,6.25,0,11.73,100,15.46,2.52,198,1,-1.05,0,2004.1,0.5,61,72,125.9,3.72,200,2964,2.11,1,100,56.08,0
2.052,6.25,0,11.57,100,15.73,2.52,198,1,-1.05,0,2043.6,0.5,61,72,125.64,3.72,200,2966,1.92,1,100,56.08,0
2.064,7.03,0,11.85,100,15.9,2.55,198,1,-1.05,0,2167.9,-0.5,61,72,125.84,3.72,200,2973,1.62,1,100,56.08,0
2.079,7.03,0,11.83,100,16.17,2.53,198,1,-1.05,0,2226.9,-0.5,61,72,127.29,3.72,200,2994,1.62,1,100,56.08,0
2.094,7.81,0,11.79,100,16.28,2.56,198,1,-1.05,0,2159.9,0,59,72,128.26,3.74,200,2995,1.49,1,100,55.69,0
2.108,7.81,0,11.93,100,16.47,2.57,198,1,-1.05,0,2122.2,0,59,72,129.63,3.74,200,3010,1.37,1,100,55.69,0
2.13,7.81,0,11.84,100,16.75,2.56,198,1,-1.05,0,2064.2,0,59,72,128.52,3.74,200,3009,1.15,1,100,55.69,0
2.142,8.59,0,11.96,100,16.86,2.6,198,1,-1.05,0,2185.5,-1.5,59,72,130.56,3.78,200,3020,0.97,1,100,54.51,0
2.168,8.59,0,11.88,100,16.96,2.57,198,1,-1.05,0,2229.2,-1.5,59,70,131.76,3.78,200,3028,0.97,1,100,54.51,0
2.18,8.59,0,11.88,100,17.05,2.62,198,1,-1.05,0,2173,-1,59,70,131.27,3.8,200,3038,0.93,1,100,54.51,0
2.198,8.59,0,11.93,100,17.27,2.61,198,1,-1.05,0,2122,-1,59,70,134.05,3.8,200,3055,0.86,1,100,54.51,0
2.211,8.59,0,11.76,100,17.33,2.65,198,1,-1.05,0,2051.9,-1,59,70,134.83,3.8,200,3059,0.76,1,100,54.51,0
2.223,9.38,0,11.84,100,17.57,2.64,198,1,-1.05,0,2026.3,-1,59,70,136.57,3.86,200,3072,0.76,1,100,54.12,0
2.234,9.38,0,11.88,100,17.71,2.68,198,1,-1.05,0,1972.7,-1,59,70,136.23,3.86,200,3077,0.6,1,100,54.12,0
2.258,9.38,0,11.72,100,17.91,2.68,198,1,-1.05,0,2240.1,-1,59,70,138.08,3.86,200,3085,0.44,1,100,54.12,0
2.279,9.38,0,11.89,100,18.19,2.64,198,1,-1.05,0,2163.2,-1,59,70,137.03,3.92,200,3102,0.28,1,100,54.12,0
2.281,9.38,0,11.66,100,18.28,2.68,198,1,-1.05,0,2055.7,-1,59,70,139.63,3.92,200,3108,0.28,1,100,54.12,0
2.294,9.38,0,11.83,100,18.55,2.68,198,1,-1.05,0,2100.4,-1.5,59,70,138.93,3.88,200,3113,0.13,1,100,54.12,0
2.318,9.38,0,11.58,100,19.06,2.7,198,1,-1.05,0,2065.5,-1.5,59,70,141.46,3.88,200,3134,-0.03,1,100,54.12,0
2.344,8.59,0,11.6,100,19.32,2.73,196,1,-1.05,0,2032.9,-1.5,59,70,143.73,3.9,200,3135,-1,1,100,52.94,0
2.357,8.59,0,11.56,100,20.1,2.73,196,1,-1.05,0,2260.5,-1.5,59,70,146.51,3.9,200,3138,-1.35,1,100,52.94,0
2.369,8.59,0,11.58,100,20.28,2.75,196,1,-1.05,0,2173.2,-1.5,59,70,144.79,3.9,200,3141,-1.68,1,100,52.94,0
2.381,8.59,0,11.66,100,20.56,2.79,196,1,-1.05,0,2049.7,-2,59,70,147.4,3.8,200,3145,-1.91,1,100,52.16,0
2.404,8.59,0,11.66,100,20.47,2.79,196,1,-1.05,0,2196.4,-2,59,70,150.89,3.8,200,3159,-1.73,1,100,52.16,0
2.416,9.38,0,11.78,100,20.33,2.84,196,1,-1.05,0,2208.9,-2,59,70,149.13,3.86,200,3167,-1.73,1,100,51.76,0
2.439,9.38,0,11.6,100,19.94,2.87,196,1,-1.05,0,2053.9,-2,59,70,153.45,3.86,200,3197,-1.06,1,100,51.76,0
2.457,9.38,0,11.6,100,19.87,2.86,196,1,-0.7,0,2085,-1.5,59,70,156.04,3.96,200,3219,-0.85,1,100,52.94,0
2.463,9.38,0,11.35,100,19.9,2.9,196,1,-0.7,0,2271.5,-1.5,59,70,155.67,3.96,200,3226,-0.9,1,100,52.94,0
2.485,9.38,0,11.37,100,20.05,2.9,196,1,-0.7,0,2232.4,-1.5,59,70,157.13,3.96,200,3243,-0.9,1,100,52.94,0
2.497,8.59,0,11.54,100,20.8,2.91,196,1,-0.7,0,2196.6,-1.5,59,70,156.57,3.96,200,3247,-2.22,1,100,50.59,0
2.51,8.59,0,11.33,100,20.36,2.92,196,1,-0.7,0,2129.7,-1.5,59,70,157.83,3.96,200,3235,-1.35,1,100,50.59,0
2.528,8.59,0,11.36,100,21.55,2.95,196,1,-0.7,0,2104.8,-1.5,59,70,157.34,3.96,200,3227,-1.35,1,100,50.59,0
2.547,7.03,0,11.41,100,21.69,2.94,196,1,-0.7,0,2041.5,-1.5,59,70,159.61,3.88,200,3232,-2.54,1,100,49.8,0
2.572,7.03,0,11.21,100,21.05,2.95,196,1,-0.7,0,2130.7,-1.5,59,70,160.29,3.88,200,3247,-2.64,1,100,49.8,0
2.584,7.03,0,11.39,100,21.34,2.92,196,1,-0.7,0,2107.5,-1.5,59,70,160.51,3.88,200,3265,-2.04,1,100,49.8,0
2.607,7.03,0,11.43,100,20.46,2.94,196,1,-0.7,0,2081.8,-1,59,70,162.35,3.96,200,3297,-1.58,1,100,50.59,0
2.619,7.03,0,11.51,100,21.59,2.95,196,1,-0.7,0,1999.2,-1,59,70,164.88,3.96,200,3328,-2.58,1,100,50.59,0
2.634,7.81,0,11.44,100,21.77,3,196,1,-0.7,0,2189.8,-1,59,70,166.48,3.98,200,3326,-2.75,1,100,49.02,0
2.645,7.81,0,11.49,100,21.89,2.97,196,1,-0.7,0,2173.6,-1,59,68,164.44,3.98,200,3326,-2.88,1,100,49.02,0
2.677,0,0,11.38,100,21.21,2.99,196,1,-0.7,0,2158.6,-1,59,68,167.68,3.94,200,3324,-2.88,1,100,48.24,0
2.678,0,0,11.49,100,21.24,2.95,196,1,-0.7,0,2118.1,-1,59,68,163.42,3.94,200,3322,-2.2,1,100,48.24,0
2.7,0,0,11.86,100,20.67,2.94,196,1,-0.7,0,2233.5,-1,59,68,162.93,3.98,200,3328,-1.72,1,100,50.59,0
2.712,0,0,12.04,100,21.72,2.99,196,1,-0.7,0,2193.4,-1,59,68,167.06,3.98,200,3336,-2.19,1,100,50.59,0
2.735,0,0,11.73,100,21.83,2.99,196,1,-0.7,0,2080.5,-1,59,68,166.78,3.98,200,3346,-2.82,1,100,50.59,0
2.754,0,0,11.93,100,21.24,2.99,196,1,-0.7,0,2253.1,-1,59,68,167.1,3.94,200,3358,-2.23,1,100,47.84,0
2.767,0,0,11.75,100,21.01,2.99,196,1,-0.7,0,2228.3,-1,59,68,168.96,3.94,200,3397,-2.23,1,100,47.84,0
2.783,0,0,11.85,100,20.51,2.96,196,1,-0.7,0,2064.2,-1,59,68,168.61,4,200,3409,-2,1,100,49.41,0
2.788,0,0,11.94,100,21.42,2.96,196,1,-0.7,0,2285,-1,59,68,168.56,4,200,3421,-2.15,1,100,49.41,0
2.802,0,0,11.78,100,21.57,2.95,196,1,-0.7,0,2204.6,-1,59,68,169.1,4,200,3426,-2.56,1,100,49.41,0
2.828,0,0,11.97,100,21.18,2.95,196,1,-0.7,0,2167.9,-1,59,68,169.51,3.9,200,3435,-2.56,1,100,47.84,0
2.844,0,0,11.87,100,21.22,2.96,196,1,-0.7,0,2283.8,-1,59,68,169.42,3.9,200,3425,-2.16,1,100,47.84,0
